"";"RNGvector";"result.coleff"
"16_Cerulenin.1";0,0539265909565536;-0,0182401090535033
"16_Cerulenin.2";0,0539265909565536;0,0182401090535033
"16_ChondramidC.1";0,130848141947185;0,0564036720930733
"16_ChondramidC.2";0,130848141947185;-0,0564036720930733
"16_Colchicine.1";0,188052476814251;-0,0137352140525004
"16_Colchicine.2";0,188052476814251;0,0137352140525004
"16_DMSO.1";0,116425758166109;-0,0254366773892143
"16_DMSO.2";0,230128253341805;-0,0200377289118736
"16_DMSO.3";0,208713423384609;0,0377476644890858
"16_DMSO.4";0,130967424199761;0,0222439143357266
"16_Etoposide.1";0,144853269051851;0,0222628074443986
"16_Etoposide.2";0,144853269051851;-0,0222628074443986
"16_H89.1";0,186863858004092;0,0113372638333075
"16_H89.2";0,186863858004092;-0,0113372638333075
"16_Indirubin3monoxime.1";0,269946139632984;-0,0630025043370102
"16_Indirubin3monoxime.1.1";0,269946139632984;0,0630025043370102
"16_Mevastatin.1";0,133332954421303;-0,0073868584466753
"16_Mevastatin.2";0,133332954421303;0,0073868584466753
"16_MG132.1";0,152684853142434;0,0209051411671335
"16_MG132.2";0,152684853142434;-0,0209051411671335
"16_Myriaporone.1";0,157418882196712;0,013313132728847
"16_Myriaporone.2";0,157418882196712;-0,013313132728847
"16_MyxothiazolA.1";0,230476546174195;-0,0422752081856755
"16_MyxothiazolA.2";0,230476546174195;0,0422752081856755
"16_Neopeltolide.1";0,275214614863645;0,0182181179738863
"16_Neopeltolide.2";0,275214614863645;-0,0182181179738863
"16_Oligomycin.1";0,0576252874627649;0,00695378767333207
"16_Oligomycin.2";0,0576252874627649;-0,00695378767333207
"16_Oxamflatin.1";0,183319007461652;-0,0157692663306096
"16_Oxamflatin.2";0,183319007461652;0,0157692663306096
"16_Puromycin.1";0,205388174100291;0,00469325018046012
"16_Puromycin.2";0,205388174100291;-0,00469325018046012
"16_RhizopodinA.1";0,117236168470391;-0,0300149109865114
"16_RhizopodinA.2";0,117236168470391;0,0300149109865114
"16_SB203580.1";0,28256569139938;0,0132794286707046
"16_SB203580.2";0,301167262185513;-0,00611787073531056
"16_SB203580.3";0,170576017403167;-0,0173477024301599
"16_SB203580.4";0,199765380288305;0,00517970222936218
"16_Staurosporine.1";0,0516355667220577;-0,0112806526268263
"16_Staurosporine.2";0,0516355667220577;0,0112806526268263
"16_Vinblastin.1";0,117251229370054;0,0252653891840975
"16_Vinblastin.2";0,117251229370054;-0,0252653891840975
"16_Wortmannin.1";0,0799721074023229;-0,0121564653799615
"16_Wortmannin.2";0,0799721074023229;0,0121564653799615
