"";"RNGvector";"result.coleff"
"15_DMSO.1";0,309009857545085;0,0339104357631782
"15_DMSO.2";0,104884777621077;0
"15_DMSO.3";0,289860207749535;-0,00920967395400007
"15_Etoposide.1";0,430024858698547;0,166451900708314
"15_Etoposide.1.1";0,216985949610794;-0,0380394881913709
"15_Etoposide.3";0,1154948396795;0
"15_H89.1";0,232691061021999;-0,0613389176130429
"15_H89.2";0,232691061021999;0,0613389176130429
"15_Indirubin3monoxime.1.1";0,19765174496763;-0,0297658583456731
"15_Indirubin3monoxime.1.2";0,19765174496763;0,0297658583456731
"15_MG132.1";0,154983558781866;-0,0182176490377881
"15_MG132.2";0,154983558781866;0,0182176490377881
"15_Myriaporone.1";0,245191958011717;0,00467415841471913
"15_Myriaporone.2";0,245191958011717;-0,00467415841471913
"15_MyxothiazolA.1";0,230737148572415;0,0500022847422274
"15_MyxothiazolA.2";0,230737148572415;-0,0500022847422274
"15_Nocodazole.1";0,428707828341465;0,179812224424591
"15_Nocodazole.2";0,428707828341465;-0,179812224424591
"15_Oligomycin.1";0,0691727520082479;-0,0235286787724851
"15_Oligomycin.2";0,0691727520082479;0,0235286787724851
"15_RhizopodinA.1";0,392778266696131;0,0195096999678218
"15_RhizopodinA.2";0,392778266696131;-0,0195096999678218
"15_SB203580.1";0,245711294890219;0,0172349017204018
"15_SB203580.2";0,306815812481446;-0,0833209784216675
"15_SB203580.3";0,203862099236177;-0,0172349017204018
"15_SB203580.4";0,890208690590592;0,109805715078859
"15_Wortmannin.1";0,149192018383603;-0,0103511514128519
"15_Wortmannin.2";0,149192018383603;0,0103511514128519
