"";"RNGvector";"result.coleff"
"7_Anisomycin.1";0,198955359103888;0,010505841553022
"7_Anisomycin.2";0,198955359103888;-0,010505841553022
"7_ChondramidC.1";0,15177262570676;-0,0670887053286328
"7_ChondramidC.2";0,15177262570676;0,0670887053286328
"7_CruentarenA.1";0,0828008271762518;0,0448909967834336
"7_CruentarenA.2";0,0828008271762518;-0,0448909967834336
"7_Cycloheximide.1";0,15602891593519;-0,0522133815313129
"7_Cycloheximide.2";0,15602891593519;0,0522133815313129
"7_CytochalasinD.1";0,204509016112245;-0,0298976313294967
"7_CytochalasinD.2";0,204509016112245;0,0298976313294967
"7_DMSO_C10";0,337478149781558;-0,0132712190898784
"7_DMSO_E5";0,0872332966787923;0
"7_DMSO_F11";0,159482242102572;0,0247953325840456
"7_DMSO_F8";0,0865634494605716;-0,0270196401632265
"7_DMSO_G6";0,13838128414097;0,0346649674670163
"7_Griseofulvin.1";0,0949594338040025;-0,0163704626729051
"7_Griseofulvin.2";0,0949594338040025;0,0163704626729051
"7_H89.1";0,366880020792132;-0,0810245427205089
"7_H89.2";0,152645579439443;0,00493254717243469
"7_H89.3";0,542069920914176;0,00553957238636703
"7_H89.4";0,178208196460106;-0,00518155776581947
"7_Mevastatin.1";1,00611560786144;0,0761862892980348
"7_Mevastatin.2";1,00611560786144;-0,0761862892980348
"7_MG132.1";0,196161604618878;-0,00210280247634792
"7_MG132.2";0,196161604618878;0,00210280247634792
"7_Myriaporone.1";0,0656396129803386;0,0138683526941212
"7_Myriaporone.2";0,0656396129803386;-0,0138683526941212
"7_MyxothiazolA.1";0,12843064802636;-0,0121570199465741
"7_MyxothiazolA.2";0,12843064802636;0,0121570199465741
"7_Oligomycin.1";0,183201220080966;-0,00822446971251609
"7_Oligomycin.2";0,183201220080966;0,00822446971251609
"7_PD169316.1";0,0855453304771641;0,0250853773996599
"7_PD169316.2";0,0855453304771641;-0,0250853773996599
"7_Rapamycin.1";0,10425146341037;-0,0183376802541716
"7_Rapamycin.2";0,10425146341037;0,0183376802541716
"7_RhizopodinA.1";0,356341875740132;-0,178569615291806
"7_RhizopodinA.2";0,356341875740132;0,178569615291806
"7_SB202190.1";0,215645208427246;-0,0183281690053473
"7_SB202190.2";0,215645208427246;0,0183281690053473
"7_Scriptaid.1";0,139485531177218;-0,0106471203205197
"7_Scriptaid.2";0,139485531177218;0,0106471203205197
"7_Simvastatin.1";0,16141385914967;0,00713741247786515
"7_Simvastatin.2";0,16141385914967;-0,00713741247786515
"7_Taxol.1";0,137437312766658;-0,0111763077828649
"7_Taxol.2";0,137437312766658;0,0111763077828649
"7_TubulysinB.1";0,209138545490633;0,0390214077679628
"7_TubulysinB.2";0,209138545490633;-0,0390214077679628
"7_Velcade.1";0,0651320937791332;-0,0157327122310871
"7_Velcade.2";0,0651320937791332;0,0157327122310871
"7_Vinblastine.1";0,0505817404731392;0,0181931381178139
"7_Vinblastine.2";0,0505817404731392;-0,0181931381178139
"7_Vioprolide.1";0,0824484869424023;-0,0304228125812891
"7_Vioprolide.2";0,0824484869424023;0,0304228125812891
