"";"RNGvector";"result.coleff"
"4_Amanitin.1";0,26242107289006;0,0260978720580864
"4_Amanitin.2";0,264431569375833;-0,0424504764812235
"4_Amanitin.3";0,213354301359335;-0,0262967039353797
"4_Amanitin.4";0,155022584281195;0,037924702492072
"4_Apicidin.1";0,106592726833091;-0,0228583770704491
"4_Apicidin.2";0,213948936484803;0,0228583770704491
"4_Apicidin.3";0,174680370479044;-0,0325361745073454
"4_Apicidin.4";0,242824617851533;0,0275438377367858
"4_ArgyrinA.1";0,259562922927353;-0,0904300583981439
"4_ArgyrinA.2";0,127935823633772;0,0183140829208245
"4_ArgyrinA.3";0,0927465390695595;-0,0187701178807946
"4_ArgyrinA.4";0,160038566395763;0,0808046175588166
"4_Camptothecin.1";0,10429874994403;-0,033897633442208
"4_Camptothecin.2";0,178426279113641;0,0339323952310855
"4_Camptothecin.3";0,159616685618122;-0,0602418579933465
"4_Camptothecin.4";0,109492989334003;0,0689999355125559
"4_ChondramidC.1";0,419132443639947;0,0364596235337474
"4_ChondramidC.2";0,22725015759565;-0,0750500406764675
"4_ChondramidC.3";0,0726337377194777;-0,0390135474080096
"4_ChondramidC.4";0,30412034592557;0,197921568405219
"4_Colchicine.1";0,143865194302579;0,000976997938396347
"4_Colchicine.2";0,226326270023462;-0,0326606783568619
"4_Colchicine.3";0,281608738365256;0,0719766248244203
"4_Colchicine.4";0,148026305550032;-0,00061334438469942
"4_CruentarenA.1";0,24948217430609;0,010798942067158
"4_CruentarenA.1.1";0,0655474552951897;-0,0108352684804514
"4_CruentarenA.3";0,0943905863909165;-0,0110306146803201
"4_CruentarenA.4";0,0987316923124544;0,0378147980667498
"4_Emetine.1";0,235883100987706;0,0920083500354993
"4_Emetine.2";0,111687533851019;0,0115053328822857
"4_Emetine.3";0,141912861947021;-0,0387391222892447
"4_Emetine.4";0,0889119318170105;-0,0114880018100983
"4_Nocodazole.1";0,157035785823608;0,00679316058550755
"4_Nocodazole.2";0,282735024425259;0,0373465401081929
"4_Nocodazole.3";0,195252996522487;-0,0624959341848844
"4_Nocodazole.4";0,13514350492818;-0,00693616259246665
"4_Oxamflatin.1";0,0939944457857556;0,0004328038598303
"4_Oxamflatin.2";0,192928943216425;0,0421337411712553
"4_Oxamflatin.3";0,206832488706302;-0,0333365827701886
"4_Oxamflatin.4";0,0913936327575292;-2,2319591547304e-05
"4_Soraphen.1";0,233412291924428;0,00815371849724505
"4_Soraphen.2";0,122260265809025;0,00762279988761976
"4_Soraphen.3";0,247494631431837;-0,0357512458394402
"4_Soraphen.4";0,149088798264519;-0,00725443876106258
"4_Trichostatin.1";0,157092336455282;-0,0314894920836199
"4_Trichostatin.2";0,148694086524102;-0,0220233114535552
"4_Trichostatin.3";0,231075616759914;0,0452568383103792
"4_Trichostatin.4";0,163480769369207;0,0211595426019808
